tconst,title,actor,actress,director,startYear,runtimeMinutes,genres,averageRating,numVotes
tt0157191,One Last Dance,,,,2003.0,101.0,"Drama,Romance",5.3,1604
tt0157201,Yerma,,,,1998.0,118.0,Drama,6.1,186
tt0157202,Yup Yup Man,,,,2000.0,90.0,"Action,Crime,Drama",4.8,73
tt0157208,The School of Flesh,,,,1998.0,110.0,"Drama,Mystery,Romance",6.5,1554
tt0157249,Wrestling with God,,,,1990.0,71.0,"Biography,Drama",6.9,27
tt0157262,2001: A Space Travesty,,,,2000.0,99.0,"Comedy,Sci-Fi",3.5,12573
tt0157295,Impotence,,,,1998.0,50.0,"Drama,Thriller",5.0,37
tt0157299,Aimless Walk - Alexander Hammid,,,,1997.0,48.0,Documentary,7.1,14
tt0157311,L'amour fou - Ludvík Sváb,,,,1995.0,50.0,Documentary,7.5,7
tt0157356,Only Clouds Move the Stars,,,,1998.0,98.0,"Drama,Family",6.8,703
tt0157366,Beast Cops,,,,1998.0,110.0,"Action,Crime,Drama",6.8,1187
tt0157396,The Big Muddy,,,,1998.0,90.0,"Comedy,Drama,Romance",6.6,21
tt0157405,Bitter and Sweet,,,,1995.0,110.0,"Comedy,Drama",5.6,20
tt0157411,Bloody Angels,,,,1998.0,100.0,"Horror,Thriller",5.8,497
tt0157427,Lima: Breaking the Silence,,,,1999.0,90.0,"Crime,Drama",3.4,193
tt0157472,Clockstoppers,,,,2002.0,94.0,"Action,Adventure,Comedy",5.2,14838
tt0157503,Drop Dead Gorgeous,,Kirsten Dunst,,1999.0,97.0,"Comedy,Romance,Thriller",6.6,39444
tt0157515,Dead End,,,,1998.0,93.0,"Action,Drama,Thriller",4.7,212
tt0157519,Decision,,,,1995.0,90.0,Thriller,8.2,9
tt0157529,Desperate Acquaintances,,,,1998.0,94.0,Drama,4.8,76
tt0157553,Passion and Romance: Double or Nothing,,,,1997.0,83.0,Drama,4.8,85
tt0157566,East of Hope Street,,,,1997.0,88.0,Drama,5.8,78
tt0157583,Enigma,,Kate Winslet,,2001.0,119.0,"Drama,Mystery,Romance",6.4,21623
tt0157655,Follow Your Heart,,,,1999.0,115.0,"Comedy,Romance",5.5,133
tt0157676,Outside the Law,,,,1998.0,91.0,"Crime,Drama,Horror",5.2,10
tt0157679,Fury for the Sound: The Women at Clayoquot,,,,1998.0,86.0,Documentary,7.4,11
tt0157688,The Gathering,,,,1998.0,58.0,Drama,6.7,111
tt0157768,Hope's Happy Birthday,,,,1995.0,91.0,Comedy,7.1,9
tt0157836,Island of the Dead,,,,2000.0,91.0,"Horror,Thriller",2.8,940
tt0157872,Justine: Crazy Love,,,,1995.0,94.0,Adventure,4.7,112
tt0157876,Kadillac and DeVell,,,,1993.0,74.0,"Adult,Comedy",5.4,15
tt0157892,Kill You Twice,,,,1998.0,86.0,"Crime,Drama",6.9,87
tt0157913,La Cucaracha,,,,1998.0,95.0,"Comedy,Crime,Drama",5.9,398
tt0157919,The Language You Cry In,,,,1998.0,53.0,"Documentary,History",8.3,31
tt0157938,Louise Brooks: Looking for Lulu,,,,1998.0,60.0,"Biography,Documentary",7.6,318
tt0157978,Marry Me or Die,,,,1998.0,88.0,"Comedy,Romance",8.0,84
tt0157984,Cellophane,,,,1998.0,90.0,"Crime,Drama,Mystery",4.8,145
tt0157990,Love Scenes from Planet Earth,,,,1998.0,89.0,"Comedy,Romance",6.4,928
tt0158011,The Eternal,,,,1998.0,95.0,Horror,4.5,1588
tt0158023,Revenge,,,,1996.0,52.0,Documentary,8.2,8
tt0158030,La Niña De Tus Ojos,,,,1998.0,121.0,"Comedy,Drama",6.7,4356
tt0158033,Nora,Ewan McGregor,,,2000.0,106.0,"Biography,Drama",5.9,1802
tt0158049,One Hell of a Guy,,,,1998.0,97.0,"Comedy,Fantasy,Romance",4.2,305
tt0158088,El pianista,,,,1998.0,90.0,Drama,7.3,106
tt0158117,The Letter,,,,1999.0,107.0,Drama,6.2,728
tt0158123,Forbidden,,,,1997.0,105.0,Documentary,7.6,12
tt0158130,Punctuality,,,,1998.0,54.0,inconnus,7.5,14
tt0158153,River Rats,,,,1995.0,108.0,inconnus,6.9,29
tt0158154,River Red,,,,1998.0,104.0,Drama,5.9,200
tt0158206,The Setting Son,,,,1997.0,95.0,Drama,7.0,32
tt0158269,There's No Business,,,,1994.0,75.0,inconnus,8.7,11
tt0158277,To Hell with Love,,,,1998.0,98.0,"Comedy,Romance",6.5,62
tt0158302,Under the Sun,,,,1998.0,130.0,"Drama,Romance",6.8,2877
tt0158355,Walkabout,,,,1996.0,98.0,Comedy,7.1,40
tt0158369,Woman Wanted,,,,1999.0,110.0,"Drama,Romance",5.5,794
tt0158371,Sweet and Lowdown,Sean Penn,,,1999.0,95.0,"Comedy,Drama,Music",7.2,36016
tt0158404,Channelling Baby,,,,1999.0,92.0,inconnus,5.5,113
tt0158438,Via Satellite,,,,1998.0,90.0,Comedy,5.9,171
tt0158445,12 Bucks,,,,1998.0,86.0,Drama,4.4,151
tt0158446,2 Seconds,,,,1998.0,100.0,"Comedy,Drama,Romance",6.6,559
tt0158470,An Argentinian in New York,,,,1998.0,95.0,"Comedy,Music",4.6,779
tt0158489,Beat,,,,1997.0,115.0,"Action,Crime,Drama",6.8,579
tt0158493,Belly,,,,1998.0,96.0,"Crime,Drama",6.2,12009
tt0158501,Blackheart,,,,1998.0,95.0,"Crime,Drama,Thriller",4.7,241
tt0158504,The Blue Monk,,,,1998.0,90.0,Drama,5.6,80
tt0158525,The Last Couple,,,,1992.0,75.0,"Adult,Comedy",5.5,122
tt0158537,There Was a Castle with Forty Dogs,,,,1990.0,98.0,Comedy,5.6,99
tt0158539,"It's Your Turn, Laura",,,,1998.0,91.0,"Comedy,Drama",6.0,320
tt0158550,Queen: Champions of the World,,,,1995.0,120.0,"Documentary,Music",8.8,181
tt0158572,Daan Pratidaan,,,,1992.0,153.0,Drama,7.3,16
tt0158581,Shit Happens,,,,2000.0,114.0,Comedy,5.4,737
tt0158583,Deterrence,,,,1999.0,104.0,"Drama,Thriller",6.4,2809
tt0158602,Elvis in the Movies,,,,1990.0,80.0,Documentary,6.1,30
tt0158607,Evicted,,,,1999.0,99.0,Comedy,3.8,84
tt0158609,Fait Accompli,Michael Madsen,,,1998.0,94.0,Thriller,3.6,334
tt0158621,Flanell No. 5,,,,1998.0,58.0,inconnus,8.0,11
tt0158622,The Flintstones in Viva Rock Vegas,,,,2000.0,90.0,"Comedy,Family,Romance",3.7,24770
tt0158671,In Her Defense,,,,1999.0,97.0,"Drama,Romance,Thriller",5.3,649
tt0158692,Juha,,,,1999.0,78.0,"Comedy,Drama,Romance",6.8,2829
tt0158693,Justine: Wild Nights,,,,1995.0,113.0,Adventure,5.3,89
tt0158694,Kal Ki Awaz,,,,1992.0,162.0,Action,6.3,80
tt0158696,Canary,,,,1999.0,92.0,Drama,5.6,95
tt0158703,A Week Together,,,,1998.0,70.0,"Documentary,Musical",5.4,10
tt0158717,Gold Fever in Lapland,,,,1999.0,111.0,"Drama,History",5.8,612
tt0158719,The Last Home Run,,,,1996.0,93.0,"Family,Fantasy,Sport",5.6,187
tt0158720,Le faremo tanto male,,,,1998.0,104.0,Comedy,6.2,26
tt0158779,Middleton's Changeling,,,,1998.0,97.0,Drama,5.0,66
tt0158780,The Mighty Kong,,,,1998.0,71.0,"Adventure,Animation,Family",4.0,250
tt0158789,Miramar,,,,1997.0,82.0,Drama,6.5,68
tt0158792,Miss Monday,,,,1998.0,90.0,"Drama,Thriller",5.9,210
tt0158811,Muppets from Space,,,,1999.0,87.0,"Adventure,Comedy,Family",6.2,20217
tt0158831,Off the Menu: The Last Days of Chasen's,,,,1997.0,90.0,"Documentary,History",6.8,290
tt0158833,Once We Were Strangers,,,,1997.0,96.0,"Comedy,Romance",6.5,265
tt0158855,Por si no te vuelvo a ver,,,,1997.0,97.0,Comedy,7.4,166
tt0158871,På fremmed mark,,,,2000.0,93.0,"Drama,War",5.4,201
tt0158905,Under overfladen,,,,1999.0,92.0,"Comedy,Drama,Thriller",3.6,149
tt0158920,Saving Grace,,,,1998.0,87.0,Drama,5.9,81
tt0158935,Sergey Eyzenshteyn. Meksikanskaya fantasiya,,,,1998.0,100.0,Documentary,6.8,68
tt0158937,The Settlement,,,,1999.0,101.0,Comedy,5.9,327
tt0158983,"South Park: Bigger, Longer & Uncut",,,,1999.0,81.0,"Animation,Comedy,Fantasy",7.7,210991
tt0158984,Southern Man,,,,1998.0,104.0,Drama,5.8,32
tt0159037,The Modern Adventures of Tom Sawyer,,,,1998.0,92.0,"Adventure,Comedy,Family",5.7,118
tt0159052,Trop (peu) d'amour,,,,1998.0,119.0,"Comedy,Drama",5.9,105
tt0159060,Tyrone,,,,1999.0,92.0,Comedy,3.4,247
tt0159095,Vilko dantu karoliai,,,,1997.0,92.0,"Biography,Drama",6.7,148
tt0159097,The Virgin Suicides,,Kirsten Dunst,,1999.0,97.0,"Drama,Romance",7.2,162512
tt0159101,Out of the Cold,,,,1999.0,111.0,Drama,5.2,300
tt0159103,The Vivero Letter,,,,1999.0,95.0,"Action,Adventure,Thriller",4.4,295
tt0159233,Shadows of the Past,,,,1999.0,104.0,Drama,6.1,197
tt0159251,Anna Magdalena,,,,1998.0,97.0,"Comedy,Fantasy,Music",6.4,478
tt0159253,Apprentice,,,,1999.0,90.0,"Action,Drama",6.9,17
tt0159254,April's Fool,,,,2001.0,97.0,inconnus,7.9,26
tt0159259,The Auteur Theory,,,,1999.0,77.0,"Comedy,Mystery,Thriller",4.9,317
tt0159270,Beach Movie,,,,1998.0,90.0,Comedy,3.1,419
tt0159272,Beautiful People,,,,1999.0,107.0,"Comedy,Drama,War",6.7,2558
tt0159273,Behind Enemy Lines,Gene Hackman,,,2001.0,106.0,"Action,Drama,Thriller",6.4,109899
tt0159277,Bellyfruit,,,,1999.0,86.0,Drama,4.8,160
tt0159289,Blowback 2,,,,1991.0,89.0,"Action,Adventure",6.5,42
tt0159290,Bluebird,,,,2004.0,77.0,"Drama,Music",7.4,586
tt0159291,Attention Shoppers,,,,2000.0,87.0,Comedy,4.8,289
tt0159312,La bête de foire,,,,1992.0,68.0,Drama,7.0,15
tt0159352,Children of the Revolution,,,,1999.0,64.0,Documentary,5.6,60
tt0159364,Clutch,,,,1998.0,85.0,Comedy,4.9,150
tt0159365,Cold Mountain,Jude Law,"Nicole Kidman,Renée Zellweger",Anthony Minghella,2003.0,154.0,"Adventure,Drama,Romance",7.2,153002
tt0159369,Cooper and Hemingway: The True Gen,,,,2013.0,180.0,Documentary,7.3,97
tt0159371,Impact,,,,2000.0,90.0,"Comedy,Drama,Romance",7.3,198
tt0159373,Cotton Mary,,,,1999.0,124.0,Drama,5.2,539
tt0159377,The Creator's Game,,,,1999.0,102.0,Adventure,5.3,85
tt0159378,The Demo Crew,,,,2001.0,108.0,"Action,Drama,Sport",5.3,41
tt0159379,The Criminal,,,,1999.0,99.0,"Action,Drama",5.5,372
tt0159382,Croupier,Clive Owen,,,1998.0,94.0,"Crime,Drama",7.0,22905
tt0159385,Cruz e Sousa - O Poeta do Desterro,,,,1998.0,86.0,Drama,6.2,41
tt0159392,Wasted in Babylon,,,,1999.0,94.0,Drama,5.4,20
tt0159396,Civility,,,,2000.0,82.0,Thriller,3.6,161
tt0159401,The Debt Collector,,,,1999.0,109.0,"Action,Crime,Thriller",6.6,1166
tt0159404,Depraved,,,,1996.0,95.0,"Drama,Thriller",3.5,243
tt0159415,A Sweet Scent of Death,,,,1999.0,98.0,"Drama,Mystery",5.8,175
tt0159420,Love Knot,,,,1995.0,120.0,"Drama,Romance",5.7,140
tt0159421,The Adventures of Elmo in Grouchland,,,,1999.0,73.0,"Adventure,Comedy,Family",5.8,3601
tt0159431,Evil Instinct,,,,1996.0,95.0,"Mystery,Thriller",4.2,125
tt0159432,Expect the Unexpected,,,,1998.0,87.0,"Action,Crime,Drama",7.1,1076
tt0159446,For Hire,,,,1998.0,96.0,Thriller,5.4,339
tt0159458,Brothers and Sisters,,,,1997.0,82.0,Drama,6.5,183
tt0159469,He Comes from Planet K,,,,1997.0,95.0,"Comedy,Sci-Fi",5.0,41
tt0159470,Heart of the Sun,,,,1998.0,94.0,Drama,6.0,28
tt0159472,Pau mui,,,,1998.0,86.0,"Action,Romance",4.7,205
tt0159485,The Tough Ones,,,,1999.0,105.0,"Action,Crime,Drama",7.1,5167
tt0159499,June Bride,,,,1998.0,108.0,Mystery,6.3,9
tt0159506,Kau luen kei,,,,1997.0,91.0,"Comedy,Drama,Romance",6.1,53
tt0159507,The Kid,,,,1997.0,90.0,"Drama,Sport",5.8,192
tt0159508,Mobile Suit Gundam 0083: The Afterglow of Zeon,,,,1992.0,120.0,"Action,Animation,Sci-Fi",7.3,420
tt0159542,Macbeth in Manhattan,,,,1999.0,97.0,Drama,5.3,147
tt0159568,Mobile Suit Gundam F91,,,,1991.0,120.0,"Action,Animation,Drama",6.5,947
tt0159578,Moro,,,,1991.0,124.0,"Action,Drama",5.2,13
tt0159587,My Day in the Barrel,,,,1998.0,86.0,inconnus,7.1,37
tt0159603,The Delivery,,,,1999.0,105.0,"Action,Adventure,Comedy",5.1,743
tt0159611,Le nuove comiche,,,,1994.0,102.0,Comedy,4.7,716
tt0159618,The Hours: A Square Film,,,,1995.0,85.0,inconnus,7.5,34
tt0159624,La paloma de Marsella,,,,1999.0,100.0,"Comedy,Drama",6.4,21
tt0159641,The Perfect Specimen,,,,1999.0,73.0,Comedy,6.4,88
tt0159662,Politseiskiye i vory,,,,1998.0,90.0,"Comedy,Crime,Drama",6.0,112
tt0159693,Razor Blade Smile,,,,1998.0,102.0,Horror,4.6,1609
tt0159696,Relax... It's Just Sex,,,,1998.0,110.0,Comedy,6.7,1601
tt0159703,Love & Crime,,,,1999.0,102.0,"Comedy,Crime,Drama",6.0,523
tt0159706,Rivers of Babylon,,,,1998.0,102.0,"Comedy,Drama",5.6,95
tt0159728,A Seuso-kincsek rejtélye,,,,1997.0,68.0,Documentary,6.0,17
tt0159730,The Sex Monster,,,,1999.0,97.0,Comedy,5.1,2827
tt0159751,Shenanigans,,,,1995.0,90.0,Comedy,7.9,9
tt0159752,Shepherd,,,,1998.0,90.0,"Action,Sci-Fi",2.8,528
tt0159757,Sick-o-pathics,,,,1995.0,55.0,"Comedy,Horror",5.7,98
tt0159765,Spark,,,,1998.0,103.0,"Drama,Thriller",5.5,244
tt0159780,Sweet Thing,,,,1999.0,115.0,Drama,6.7,84
tt0159784,Takedown,,,,2000.0,92.0,"Biography,Crime,Drama",6.2,7068
tt0159787,Ted,,,,1998.0,85.0,Comedy,5.4,38
tt0159795,Tokyo Mafia: Wrath of the Yakuza,,,,1996.0,90.0,"Action,Crime,Drama",6.2,44
tt0159797,Top of the Food Chain,,,,1999.0,99.0,"Comedy,Horror,Sci-Fi",6.2,1018
tt0159799,Whirlwind 2,,,,2006.0,190.0,inconnus,6.8,9
tt0159833,Wings of an Angel,,,,1996.0,92.0,"Drama,Family,Fantasy",4.8,144
tt0159958,An Amsterdam Tale,,,,1999.0,91.0,Drama,4.3,104
tt0159995,Angel's Dance,,,,1999.0,99.0,"Action,Comedy,Crime",6.2,1436
tt0160009,The Art of War,,,,2000.0,117.0,"Action,Adventure,Crime",5.7,30516
tt0160016,Asunder,,,,1999.0,101.0,"Drama,Romance,Thriller",5.1,453
tt0160027,Le bal masqué,,,,1998.0,103.0,"Drama,Thriller",5.3,187
tt0160075,Briganti: Amore e libertà,,Monica Bellucci,,1994.0,95.0,Drama,5.7,128
tt0160126,Charlie Hoboken,,,,1998.0,85.0,Comedy,5.4,15
tt0160127,Charlie's Angels,Bill Murray,Cameron Diaz,,2000.0,98.0,"Action,Adventure,Comedy",5.6,192533
tt0160141,Co delat?,,,,1996.0,216.0,Documentary,7.2,10
tt0160153,Crazed,,,,1992.0,65.0,"Adult,Crime,Romance",7.1,118
tt0160161,Cum for Me,,,,1997.0,60.0,inconnus,6.8,15
tt0160182,Desperate But Not Serious,,,,1999.0,94.0,Comedy,4.0,436
tt0160184,Eye See You,,,,2002.0,96.0,"Crime,Thriller",5.3,28790
tt0160216,A Dog of Flanders,,,,1999.0,100.0,"Drama,Family",6.2,1003
tt0160229,Dreamers,,,,1999.0,93.0,"Comedy,Drama",5.1,157
tt0160236,Dudley Do-Right,,,,1999.0,77.0,"Comedy,Family,Romance",3.9,11157
tt0160239,Duty Dating,,,,2002.0,94.0,"Comedy,Romance",5.2,109
tt0160240,Easter,,,,2002.0,90.0,"Comedy,Drama",7.8,36
tt0160244,Elvis in Hollywood,,,,1993.0,60.0,"Biography,Documentary,Music",6.1,65
tt0160245,Emmanuelle 7,,,,1993.0,90.0,"Comedy,Drama,Fantasy",3.6,521
tt0160256,The Unscarred,,,,2000.0,92.0,Thriller,5.7,210
tt0160261,False River,,,,2005.0,90.0,Thriller,6.0,85
tt0160270,Fat Chance,,,,2001.0,90.0,Comedy,6.1,11
tt0160275,Final Solution,,,,2001.0,102.0,"Action,Drama",7.4,181
tt0160278,The Witness,,,,1999.0,91.0,"Action,Comedy,Family",5.0,156
tt0160285,For Which He Stands,,,,1996.0,88.0,"Action,Crime,Drama",5.2,134
tt0160289,Four Dogs Playing Poker,,,,2000.0,97.0,"Crime,Drama,Mystery",5.5,1436
tt0160298,Trippin',,,,1999.0,94.0,Comedy,5.3,1375
tt0160334,Thanks for the Tip,,,,1997.0,117.0,Comedy,6.8,140
tt0160338,Guinevere,,,,1999.0,104.0,"Drama,Romance",6.0,2689
tt0160339,A Gun for Jennifer,,,,1997.0,85.0,"Crime,Drama,Thriller",5.8,417
tt0160376,Hot Wax Zombies on Wheels,,,,1999.0,82.0,"Comedy,Horror",3.2,838
tt0160388,The Hunt,,,,1997.0,90.0,Documentary,7.3,27
tt0160395,An Ideal Husband,,,,1999.0,90.0,"Comedy,Romance",6.1,177
tt0160399,Impostor,,Madeleine Stowe,,2001.0,95.0,"Drama,Mystery,Sci-Fi",6.2,24252
tt0160401,In Too Deep,,,,1999.0,95.0,"Crime,Drama,Thriller",6.2,6931
tt0160403,The Independent,,,,2000.0,81.0,Comedy,5.9,1353
tt0160405,Internet Love,,,,1998.0,110.0,Comedy,3.1,122
tt0160413,It Burns When I Laugh,,,,2003.0,80.0,inconnus,7.3,18
tt0160414,Love Happens,,,,1999.0,88.0,"Comedy,Romance",5.7,211
tt0160425,Killing Cinderella,,,,2000.0,88.0,"Comedy,Romance",6.5,28
tt0160429,The King and I,,,,1999.0,88.0,"Animation,Family,Fantasy",4.3,4210
tt0160434,Housebound,,,,2000.0,89.0,Thriller,4.2,227
tt0160444,Blue Moon,,,,1997.0,97.0,Drama,6.7,66
tt0160447,The Last Great Ride,,,,2000.0,89.0,Comedy,4.7,221
tt0160449,The Last Call,,,,1996.0,94.0,Drama,7.6,75
tt0160455,Der Leihmann,,,,1995.0,85.0,Comedy,3.4,19
tt0160457,Leonard Cohen: Spring 1996,,,,1997.0,52.0,Documentary,7.6,21
tt0160459,The Lesser Evil,,,,1998.0,96.0,"Drama,Thriller",6.5,722
tt0160463,Guilt Free,,,,1997.0,100.0,Drama,6.6,12
tt0160480,Long Lost Love,,,,2001.0,93.0,"Comedy,Drama,Romance",7.0,14
tt0160481,The Long Road Home,,,,1999.0,88.0,Drama,6.0,231
tt0160484,Lost Souls,,,,2000.0,97.0,"Drama,Horror,Thriller",4.8,11207
tt0160487,Love Goggles,,,,1999.0,90.0,"Comedy,Drama",5.2,91
tt0160495,Luckytown,,Kirsten Dunst,,2000.0,101.0,"Crime,Drama,Mystery",4.7,1028
tt0160498,Luminarias,,,,1999.0,100.0,"Comedy,Romance",5.2,629
tt0160508,Reborn from Hell: Samurai Armageddon,,,,1999.0,82.0,"Action,Fantasy",5.1,109
tt0160509,Agnes Browne,,,,1999.0,92.0,"Comedy,Drama,Romance",6.5,2201
tt0160513,A Map of the World,,Julianne Moore,,1999.0,125.0,Drama,6.5,4535
tt0160518,Me and Will,,,,1999.0,101.0,Drama,5.1,521
tt0160534,Milk,,,,1999.0,94.0,"Comedy,Drama",5.7,194
tt0160539,Modré z nebe,,,,1997.0,103.0,"Comedy,Drama",6.1,26
tt0160540,Money Buys Happiness,,,,1999.0,109.0,Drama,5.9,39
tt0160547,More Dogs Than Bones,,,,2000.0,92.0,"Comedy,Crime,Drama",4.9,428
tt0160550,Moscow,,,,2000.0,139.0,Drama,6.3,430
tt0160554,My Feminism,,,,1997.0,55.0,Documentary,7.3,28
tt0160558,Nadia: The Secret of Blue Water - The Motion Picture,,,,1991.0,85.0,"Action,Animation,Sci-Fi",4.1,206
tt0160574,Nice Guys Sleep Alone,,,,1999.0,92.0,"Comedy,Romance",5.8,566
tt0160591,Nymph,,,,1996.0,83.0,"Adult,Fantasy,Romance",5.8,241
tt0160596,With or Without You,,,,1999.0,93.0,"Drama,Romance",6.1,879
tt0160611,Ordinary Decent Criminal,Kevin Spacey,,,2000.0,93.0,"Comedy,Crime",6.3,14185
tt0160616,Other Voices,,,,2000.0,104.0,"Drama,Romance,Thriller",5.7,295
tt0160620,Oxygen,,,,1999.0,92.0,"Action,Crime,Drama",6.0,4655
tt0160623,Pain Is...,,,,1998.0,80.0,Documentary,7.4,38
tt0160644,Passion of Mind,,,,2000.0,105.0,"Drama,Mystery,Romance",5.5,3521
tt0160652,The Perfect Tenant,,,,2000.0,93.0,Thriller,4.6,358
tt0160663,Blast,,,,2000.0,88.0,"Crime,Drama,Thriller",5.5,272
tt0160670,Play Christy for Me,,,,1991.0,72.0,"Adult,Drama",6.5,117
tt0160672,Joe the King,,,,1999.0,93.0,"Crime,Drama",6.7,2892
tt0160706,The Prodigy,,,,2005.0,120.0,"Crime,Drama,Thriller",5.3,916
tt0160710,Punks,,,,2000.0,91.0,"Comedy,Music,Romance",6.8,286
tt0160749,Red Dirt,,,,2000.0,110.0,"Drama,Romance",6.1,1005
tt0160751,The Redemption,,,,2000.0,105.0,"Drama,Family",7.8,20
tt0160759,Breathing Under Water,,,,2000.0,45.0,"Drama,Thriller",6.7,168
tt0160768,Rising to the Top,,,,1999.0,101.0,"Comedy,Drama,Music",6.8,38
tt0160776,The Boxer 2,,,,1997.0,182.0,"Adult,Drama,Sport",6.0,47
tt0160797,Rules of Engagement,Samuel L. Jackson,,,2000.0,128.0,"Drama,Thriller,War",6.4,49387
tt0160800,Running Home,,,,1999.0,95.0,"Crime,Drama,Thriller",5.8,236
tt0160859,Shades of Darkness,,,,2000.0,88.0,Thriller,3.4,111
tt0160862,She's All That,,,,1999.0,95.0,"Comedy,Romance",5.9,100345
tt0160865,New Kimagure Orange Road: Summer's Beginning,,,,1996.0,95.0,"Adventure,Animation,Comedy",7.5,301
tt0160869,Silent Möbius 2,,,,1992.0,58.0,"Action,Animation,Drama",6.5,118
tt0160870,Silent Screamplay,,,,2003.0,120.0,Thriller,5.2,47
tt0160905,Spooky House,,,,2001.0,106.0,"Comedy,Family",5.2,610
tt0160911,Star! Star!,,,,1999.0,78.0,inconnus,5.6,78
tt0160916,The Story of Us,Bruce Willis,Michelle Pfeiffer,,1999.0,95.0,"Comedy,Drama,Romance",6.0,24574
tt0160942,Swimming on the Moon,,,,1999.0,88.0,Drama,7.9,12
tt0160966,Inconveniente,,,,1999.0,107.0,Drama,7.2,4115
tt0160996,Tornado Run,,,,1995.0,87.0,Action,3.3,59
tt0161003,Train Ride,,,,2000.0,93.0,Drama,5.2,273
tt0161010,The Trench,,,,1999.0,98.0,"Drama,History,War",5.9,3887
tt0161021,Pure,,,,2005.0,90.0,inconnus,7.7,20
tt0161023,Tumbleweeds,,,,1999.0,102.0,"Comedy,Drama",6.7,3605
tt0161026,Twisted,,,,1991.0,67.0,"Adult,Romance",7.6,35
tt0161029,Two Shades of Blue,,,,1999.0,103.0,Thriller,3.7,629
tt0161052,Johtaja Uuno Turhapuro - pisnismies,,,,1998.0,102.0,Comedy,4.7,819
tt0161061,Life According to Muriel,,,,1997.0,98.0,Drama,6.7,241
tt0161081,What Lies Beneath,,Michelle Pfeiffer,Robert Zemeckis,2000.0,130.0,"Drama,Horror,Mystery",6.6,131952
tt0161083,What's the Worst That Could Happen?,,,,2001.0,94.0,"Comedy,Crime",5.4,16409
tt0161084,Whatever It Takes,,,,1998.0,101.0,"Action,Crime",5.2,592
tt0161088,White Boy,,,,2002.0,90.0,Drama,3.1,330
tt0161100,The Wood,,,,1999.0,106.0,"Comedy,Drama,Romance",7.0,9882
tt0161107,Yawara! Sore yuke koshinuke kizzu!,,,,1992.0,60.0,"Animation,Comedy,Sport",6.9,39
tt0161109,The Young Girl and the Monsoon,,,,1999.0,90.0,Comedy,5.5,187
tt0161216,Steal This Movie,,,,2000.0,107.0,"Biography,Drama,Romance",6.4,2371
tt0161217,Little Big Sister,,,,1998.0,52.0,Documentary,7.0,14
tt0161219,Advice from a Caterpillar,,,,1999.0,90.0,"Comedy,Drama,Romance",5.3,398
tt0161231,Angel Express,,,,1998.0,82.0,Drama,5.3,156
tt0161286,"Black as Hell, Strong as Death, Sweet as Love",,,,1998.0,81.0,inconnus,5.9,16
tt0161292,Bleeder,,,,1999.0,98.0,"Crime,Drama",6.8,8754
tt0161353,Buzz,,,,1993.0,87.0,"Crime,Drama",7.0,50
tt0161396,Un caso d'amore,,,,1996.0,104.0,"Drama,Mystery",5.6,8
tt0161404,Bad Girls,,,,1992.0,99.0,"Drama,Thriller",2.1,64
tt0161446,Club Wild Side,,,,1998.0,101.0,"Drama,Romance",4.8,271
tt0161456,Contra Conspiracy,,,,1990.0,88.0,Action,3.8,51
tt0161457,Cop-Out,,,,1991.0,102.0,"Action,Thriller",4.4,32
tt0161485,Dead Tides,,,,1996.0,100.0,"Action,Drama,Thriller",4.3,300
tt0161492,The Dentist 2,,,,1998.0,100.0,"Horror,Thriller",4.7,4145
tt0161539,Max,,,,2000.0,85.0,Crime,4.2,183
tt0161542,The Einstein of Sex,,,,1999.0,100.0,"Biography,Drama,History",6.2,719
tt0161644,Roboman Hakaider,,,,1995.0,77.0,"Action,Sci-Fi",6.1,481
tt0161690,Hunters in the Snow,,,,1990.0,47.0,inconnus,8.0,7
tt0161721,I'm Thinking of You,,,,1993.0,95.0,Drama,6.1,155
tt0161743,The Last Big Thing,,,,1996.0,98.0,"Comedy,Drama",6.4,415
tt0161767,Love Lies Bleeding,,,,1999.0,93.0,Drama,4.3,260
tt0161796,Max et Bobo,,,,1998.0,80.0,"Comedy,Drama",6.3,74
tt0161841,My Sweet Killer,,,,1999.0,78.0,"Drama,Horror,Thriller",4.0,383
tt0161860,Nowhere in Africa,,,,2001.0,141.0,"Biography,Drama,History",7.5,13722
tt0161935,Annaluise & Anton,,,,1999.0,107.0,"Comedy,Drama,Family",7.0,1039
tt0161942,Revelation,,,,1999.0,98.0,"Action,Drama,Sci-Fi",4.7,1068
tt0161967,Le serpent a mangé la grenouille,,,,1998.0,95.0,"Comedy,Drama",5.7,22
tt0161977,Simon Magus,,,,1999.0,101.0,"Drama,Fantasy,Mystery",6.9,612
tt0161978,Slayers Great,,,,1997.0,60.0,"Action,Adventure,Animation",6.9,444
tt0161979,Slayers Return,,,,1996.0,61.0,"Animation,Comedy,Fantasy",6.9,490
tt0161981,Slayers,,,,1995.0,63.0,"Action,Adventure,Animation",6.8,892
tt0161988,Stardust,,,,1998.0,97.0,"Drama,Family,Sci-Fi",4.1,178
tt0161989,Stolen Heart,,,,1998.0,85.0,"Comedy,Crime,Drama",6.1,67
tt0161992,Stray Bullet,,,,1998.0,89.0,Thriller,4.9,61
tt0162005,Hao qing gai tian,,,,1997.0,101.0,Action,5.4,72
tt0162014,Too Pure,,,,1998.0,86.0,Drama,6.6,21
tt0162019,Hitchhikers,,,,1998.0,50.0,Drama,7.6,19
