tconst,title,actor,actress,director,startYear,runtimeMinutes,genres,averageRating,numVotes
tt0200689,Darkness and Light,,,,1999.0,104.0,Drama,7.5,273
tt0200697,Ein Herz wird wieder jung,,,,1999.0,89.0,"Comedy,Drama,Romance",6.2,38
tt0200698,Het is een schone dag geweest,,,,1993.0,70.0,Documentary,8.0,75
tt0200712,Holes in Heaven,,,,1998.0,53.0,Documentary,7.2,90
tt0200720,The House of Mirth,,,,2000.0,135.0,"Drama,Romance",7.0,7815
tt0200732,Ill Met by Moonlight,,,,1994.0,122.0,Drama,5.7,27
tt0200737,Inside Out,,,,1998.0,93.0,"Comedy,Drama",7.5,51
tt0200762,Karartma Geceleri,,,,1990.0,85.0,Drama,6.8,256
tt0200796,The Lady in Blue,,,,1996.0,85.0,Comedy,4.7,97
tt0200828,Qui plume la lune?,,,,1999.0,96.0,Drama,6.2,214
tt0200838,Marana Simhasanam,,,,1999.0,61.0,Drama,6.0,128
tt0200849,My Best Fiend,,,,1999.0,95.0,"Biography,Documentary",7.8,11830
tt0200869,Misery Loves Company,,,,1993.0,80.0,"Drama,Romance",6.3,12
tt0200921,Ollie's Army,,,,1996.0,89.0,Documentary,8.1,13
tt0200930,Operation Dalmatian: The Big Adventure,,,,1997.0,52.0,Family,5.7,61
tt0200939,Outras Estórias,,,,1999.0,100.0,Drama,6.1,113
tt0200940,Over-sexed Rugsuckers from Mars,,,,2022.0,87.0,"Comedy,Sci-Fi",3.1,353
tt0200954,Totally Blonde,,,,2001.0,94.0,Comedy,3.7,951
tt0200963,Plenilunio,,,,1993.0,85.0,Horror,7.3,73
tt0200974,Il prezzo,,,,1999.0,110.0,"Drama,Thriller",7.8,23
tt0200990,Pueblo viejo,,,,1993.0,90.0,"Crime,Drama,Mystery",4.6,17
tt0201020,The Rising Place,,,,2001.0,93.0,Drama,6.4,206
tt0201195,Zaibo nusviesti,,,,1996.0,93.0,"Comedy,Drama",7.5,16
tt0201206,Superboy & Supergirl & 7 Monster,,,,2022.0,98.0,inconnus,5.4,9
tt0201265,In Bed with Santa,,,,1999.0,95.0,Comedy,6.9,8029
tt0201275,True Rights,,,,2000.0,101.0,Drama,7.7,57
tt0201290,The Underground Comedy Movie,,,,1999.0,88.0,Comedy,1.9,2722
tt0201314,La fabbrica del vapore,,,,2000.0,90.0,inconnus,7.8,11
tt0201315,Vitka 'Shushera' i avtomobil,,,,1993.0,70.0,Comedy,3.7,12
tt0201371,Çözülmeler,,,,1994.0,100.0,Drama,6.3,60
tt0201394,The Shrink Is In,,,,2001.0,92.0,"Comedy,Romance",5.0,1564
tt0201409,7/25 Nana-ni-go,,,,1999.0,67.0,Drama,6.6,14
tt0201443,Backlash,,,,1994.0,85.0,"Action,Crime,Drama",5.5,21
tt0201479,Rip It Off,,,,2001.0,91.0,"Crime,Drama,Thriller",3.9,673
tt0201483,Le bleu des villes,,,,1999.0,101.0,"Comedy,Drama,Music",6.4,247
tt0201484,Blowback,,,,2000.0,91.0,Thriller,4.6,818
tt0201485,The Body,,,,2001.0,109.0,"Drama,Mystery,Romance",5.3,9259
tt0201489,Kaizokuban Bootleg Film,,,,1999.0,74.0,"Comedy,Crime,Drama",5.4,128
tt0201517,Charisma,,,,1999.0,104.0,"Drama,Mystery",6.8,1958
tt0201538,Les convoyeurs attendent,,,,1999.0,94.0,"Comedy,Drama",6.8,1322
tt0201565,"Dezember, 1-31",,,,2000.0,97.0,Documentary,5.9,75
tt0201584,Eastside,,,,1999.0,94.0,"Crime,Drama",4.1,190
tt0201600,Esta É a Minha Casa,,,,1997.0,51.0,Documentary,7.1,13
tt0201625,Fruit of the Vine,,,,1999.0,74.0,Drama,7.8,16
tt0201626,La fuente amarilla,,,,1999.0,93.0,"Crime,Drama",5.4,233
tt0201631,Garage Olimpo,,,,1999.0,98.0,Drama,7.4,2802
tt0201634,Genesis,,,,1999.0,102.0,Drama,6.7,232
tt0201666,Hot Sauce,,,,1997.0,81.0,inconnus,4.0,11
tt0201670,House!,,,,2000.0,90.0,"Comedy,Romance",6.0,418
tt0201689,"Ioanna, I Love You",,,,1997.0,55.0,"Drama,Romance",5.6,13
tt0201694,Longshot,,,,2001.0,93.0,"Action,Comedy,Crime",2.6,1113
tt0201707,Kiemas,,,,1999.0,90.0,Drama,5.9,80
tt0201721,La mujer más fea del mundo,,,,1999.0,108.0,"Comedy,Crime,Sci-Fi",5.1,636
tt0201726,The Last Producer,,,,2000.0,90.0,"Comedy,Drama",4.6,350
tt0201728,Der letzte Dokumentarfilm,,,,2000.0,65.0,Documentary,6.2,10
tt0201737,Lost in the Pershing Point Hotel,,,,2000.0,107.0,"Comedy,Drama",5.0,197
tt0201739,"Love, Lust & Joy",,,,2000.0,94.0,inconnus,8.0,20
tt0201743,M/Other,,,,1999.0,147.0,Drama,7.2,402
tt0201794,Nadia et les hippopotames,,,,1999.0,102.0,Drama,5.4,106
tt0201833,Les passagers,,,,1999.0,93.0,"Drama,Romance",6.0,219
tt0201840,The Cup,,,,1999.0,93.0,"Comedy,Sport",6.9,3284
tt0201844,Survival Island,,,,2002.0,85.0,"Horror,Thriller",2.5,4410
tt0201862,Prime Suspects,,,,1997.0,90.0,"Action,Thriller",5.0,548
tt0201888,Rent a Friend,,,,2000.0,90.0,"Comedy,Romance",7.0,724
tt0201893,Road to Albertane,,,,1998.0,74.0,Documentary,8.4,47
tt0201899,A Rumor of Angels,,,,2000.0,106.0,Drama,6.8,1625
tt0201901,Just One Night,,,,2000.0,90.0,Comedy,5.5,323
tt0201934,Sister Blue,,,,2003.0,88.0,"Drama,Thriller",4.7,77
tt0201951,Strange Fits of Passion,,,,1999.0,84.0,"Comedy,Drama",6.1,235
tt0201952,South,,,,1999.0,71.0,Documentary,6.9,381
tt0201963,Tai shan en chou,,,,1991.0,93.0,inconnus,6.9,8
tt0201969,Taxi to L.A.,,,,1997.0,78.0,"Adventure,Drama,Romance",6.8,29
tt0201981,Thunder Ninja Kids in the Golden Adventure,,,,1992.0,90.0,"Action,Comedy,Crime",3.9,46
tt0201983,Thunder Ninja Kids: The Hunt for the Devil Boxer,,,,1991.0,90.0,"Action,Comedy,Fantasy",4.7,62
tt0201984,Thunder Kids 2: Wonderful Mission,,,,1990.0,91.0,"Action,Crime,Drama",3.6,37
tt0202055,Vanaprastham,,,,1999.0,119.0,Drama,8.2,1876
tt0202073,Volchya krov,,,,1995.0,85.0,Action,6.6,63
tt0202077,Voyages,,,,1999.0,115.0,Drama,7.2,376
tt0202105,Why Elvis?,,,,1994.0,76.0,"Documentary,Music",4.9,25
tt0202130,Yepeto,,,,1999.0,107.0,Drama,6.8,180
tt0202167,The Holy Bunch,,,,1991.0,89.0,Drama,6.9,24
tt0202213,L'affaire Norman William,,,,1991.0,91.0,inconnus,4.6,8
tt0202223,El amateur,,,,1999.0,101.0,Drama,6.5,140
tt0202231,Anni di piombo,,,,1999.0,93.0,"Adult,Drama",4.5,11
tt0202233,Anthropophagous 2000,,,,1999.0,80.0,"Horror,Thriller",3.5,438
tt0202236,Tribulation,,,,2000.0,95.0,"Drama,Sci-Fi,Thriller",4.7,949
tt0202245,Artificial Paradise,,,,1990.0,98.0,"Biography,Drama",6.7,46
tt0202249,Asini,,,,1999.0,103.0,Comedy,5.8,490
tt0202256,Double Pack,,,,2000.0,88.0,Comedy,6.3,235
tt0202259,Bird by Bird with Annie,,,,1999.0,54.0,Documentary,7.4,19
tt0202260,Birddog,,,,1999.0,97.0,Drama,7.0,26
tt0202267,Book of Swords,,,,1996.0,84.0,"Action,Drama,Fantasy",4.0,390
tt0202281,Dying at a Hospital,,,,1993.0,100.0,Drama,8.0,78
tt0202283,C'est quoi la vie?,,,,1999.0,115.0,Drama,7.1,437
tt0202287,Carnivale,,Helena Bonham Carter,,1999.0,74.0,Animation,5.7,171
tt0202289,Les Casablancais,,,,1999.0,87.0,Drama,7.0,16
tt0202294,Childhood,,,,2001.0,85.0,Drama,7.2,69
tt0202314,Deep Core,,,,2000.0,80.0,"Action,Sci-Fi,Thriller",3.1,1322
tt0202316,La vita è un gioco,,,,2000.0,100.0,Comedy,4.3,13
tt0202346,Fast Food,,,,1998.0,99.0,"Action,Comedy",4.5,240
tt0202360,Frost,,,,2004.0,99.0,"Horror,Thriller",5.4,64
tt0202362,La furia,,,,1997.0,105.0,"Action,Crime,Drama",4.4,196
tt0202364,A Class to Remember,,,,1993.0,128.0,Drama,7.0,252
tt0202381,Guest House Paradiso,,,,1999.0,89.0,"Comedy,Thriller",6.1,10323
tt0202383,The H.K. Triad,,,,1999.0,102.0,"Crime,Drama,Thriller",6.3,267
tt0202390,Herr Zwilling und Frau Zuckermann,,,,1999.0,126.0,Documentary,8.2,144
tt0202402,Whatever It Takes,,,,2000.0,94.0,"Comedy,Drama,Romance",5.5,11478
tt0202405,Io amo Andrea,,,,2000.0,109.0,"Comedy,Romance",5.8,228
tt0202410,Jacklight,,,,1995.0,91.0,Drama,6.5,35
tt0202433,Kennedy et moi,,,,1999.0,86.0,Comedy,6.6,675
tt0202452,"Leif Erickson, Discoverer of North America",,,,2000.0,85.0,"Adventure,Animation",4.3,50
tt0202455,Korean Boy,,,,1991.0,90.0,Action,4.9,41
tt0202457,A Glimpse of Yesterday,,,,2002.0,102.0,Drama,6.2,8
tt0202458,Love.com,,,,2002.0,85.0,Thriller,1.9,182
tt0202464,The Prince's Manuscript,,,,2000.0,106.0,Biography,6.6,110
tt0202470,Rock Star,,,,2001.0,105.0,"Drama,Music",6.3,44552
tt0202478,Moonlight Express,,,,1999.0,101.0,"Crime,Drama,Romance",6.2,531
tt0202484,A Black Cat on the Snow,,,,1999.0,64.0,Documentary,6.8,14
tt0202487,My Next Funeral,,,,2000.0,77.0,Comedy,7.7,24
tt0202502,No More Monkeys Jumpin' on the Bed,,,,2000.0,76.0,Drama,5.8,27
tt0202536,Puss in Boots,,,,1999.0,75.0,Animation,4.6,120
tt0202542,The Web of Silence - A.I.D.S.,,,,1994.0,85.0,Drama,4.2,11
tt0202543,Raped by an Angel 4: The Raper's Union,,,,1999.0,81.0,"Comedy,Horror",4.6,250
tt0202557,Rings Untouchable,,,,1992.0,86.0,Action,5.1,40
tt0202559,A Room for Romeo Brass,,,,1999.0,90.0,"Comedy,Drama",7.6,6077
tt0202560,Rope Art,,,,2000.0,100.0,Mystery,7.1,23
tt0202586,Shapeshifter,,,,1999.0,95.0,"Adventure,Family,Fantasy",2.8,319
tt0202587,Siberian Express,,,,1996.0,90.0,"Action,Mystery,Romance",2.8,48
tt0202594,Spilt Milk,,,,1999.0,75.0,Comedy,4.4,96
tt0202599,The Storytellers,,,,1999.0,90.0,Comedy,5.0,138
tt0202614,The Tavern,,,,1999.0,95.0,Drama,5.5,216
tt0202623,The Third Wheel,Matt Damon,,,2002.0,91.0,"Comedy,Romance",5.4,4896
tt0202629,Tre colonne in cronaca,,,,1990.0,100.0,"Crime,Drama",6.0,102
tt0202641,Two Family House,,,,2000.0,108.0,"Comedy,Drama,Romance",7.2,1710
tt0202642,Under Hellgate Bridge,,,,1999.0,90.0,"Crime,Drama,Thriller",4.5,326
tt0202644,Underground,,,,1998.0,93.0,Crime,6.9,78
tt0202657,The Vigil,,,,1998.0,86.0,Drama,6.4,119
tt0202665,Not Yet a Time for Sorrow,,,,1995.0,95.0,Drama,6.2,83
tt0202667,Vsyo budet khorosho,,,,1995.0,100.0,Comedy,6.8,457
tt0202669,Vykup,,,,1994.0,90.0,"Action,Comedy",6.2,30
tt0202672,Bloom in the Moonlight,,,,1993.0,125.0,"Biography,Drama,Music",7.3,22
tt0202677,The Way of the Gun,,Juliette Lewis,,2000.0,119.0,"Action,Crime,Drama",6.6,34588
tt0202682,Where a Good Man Goes,,,,1999.0,90.0,"Action,Drama,Thriller",6.8,526
tt0202686,A Woman Between Two Brothers,,,,1992.0,68.0,Drama,7.7,22
tt0202695,Numb,,,,2003.0,77.0,Sci-Fi,5.3,80
tt0202700,Young Kickboxer,,,,1990.0,97.0,Action,4.9,9
tt0202701,Yugant,,,,1997.0,135.0,Drama,6.8,73
tt0202703,Helluva Good Luck,,,,1999.0,111.0,"Adventure,Family",4.5,362
tt0202710,Zwei Kinogesichter,,,,1998.0,85.0,inconnus,2.9,8
tt0202711,Swimming,,,,2000.0,98.0,Drama,6.4,938
tt0202712,"L'écrivain, le peintre, le funambule",,,,1990.0,45.0,Documentary,5.8,7
tt0202714,L'île au bout du monde,,,,1999.0,65.0,Drama,7.4,7
tt0202782,After the Rain,,,,1999.0,103.0,"Drama,Romance",5.9,273
tt0202785,Katja's Adventure,,,,1999.0,80.0,Family,5.5,225
tt0202792,Amore a prima vista,,,,1999.0,89.0,Comedy,6.1,384
tt0202813,Besame mucho,,,,1999.0,99.0,Comedy,5.8,15
tt0202829,Chasing Indigo,,,,2000.0,75.0,"Comedy,Romance",6.9,14
tt0202831,The Children of Chabannes,,,,1999.0,93.0,"Documentary,War",8.0,96
tt0202835,Closer to Home,,,,1995.0,125.0,Drama,6.3,63
tt0202841,Cruel Rhythm,,,,1991.0,45.0,inconnus,8.1,11
tt0202856,Double Parked,,,,2000.0,98.0,"Comedy,Drama",6.3,191
tt0202861,The Great Shogunate Battle,,,,1991.0,113.0,Drama,6.9,17
tt0202872,Flight of the Ibis,,,,1996.0,94.0,"Action,Adventure,Crime",5.4,44
tt0202884,Goblet of Gore,,,,1996.0,71.0,Horror,3.2,150
tt0202890,Goodbye Mama,,,,1991.0,108.0,Drama,4.7,10
tt0202909,A Hole in the Head,,,,1998.0,54.0,Documentary,6.6,150
tt0202935,Jusqu'au bout de la nuit,,,,1995.0,80.0,Drama,6.2,29
tt0202977,Kishin dôji Zenki gaiden: Anki kitan,,,,1997.0,45.0,"Action,Adventure,Animation",4.3,21
tt0202989,Intern,,,,2000.0,90.0,Comedy,4.5,715
tt0203009,Moulin Rouge!,Ewan McGregor,Nicole Kidman,,2001.0,127.0,"Drama,Musical,Romance",7.6,293186
tt0203015,Nachas vemos vecinas no sabemos,,,,1993.0,86.0,Comedy,5.1,10
tt0203019,Men of Honor,Robert De Niro,Charlize Theron,,2000.0,129.0,"Biography,Drama",7.2,121999
tt0203035,Happy Wedding,,,,1991.0,109.0,"Comedy,Romance",5.5,8
tt0203039,One of Them!,,,,1998.0,48.0,Drama,6.1,68
tt0203047,Overnight Sensation,,,,2000.0,90.0,Comedy,6.3,84
tt0203051,Peau neuve,,,,1999.0,96.0,Drama,6.5,174
tt0203053,Pilgrim,,,,2000.0,96.0,"Action,Mystery,Thriller",5.5,886
tt0203078,Rocky Road,,,,2001.0,90.0,"Drama,Romance",5.4,44
tt0203107,Sentakuki wa ore ni makasero,,,,1999.0,102.0,"Drama,Romance",7.2,8
tt0203119,Sexy Beast,,,,2000.0,89.0,"Crime,Drama,Thriller",7.3,64393
tt0203132,Evil Dead Trap 2,,,,1992.0,97.0,"Drama,Horror,Mystery",5.2,749
tt0203144,Something Sweet,,,,2000.0,100.0,Drama,6.6,17
tt0203150,The Spice Girls in America: A Tour Story,,,,1999.0,90.0,"Documentary,Music",6.9,146
tt0203162,Killing Tartu,,,,1998.0,64.0,"Action,Crime,Drama",6.9,53
tt0203166,Together,,,,2000.0,106.0,"Comedy,Drama,Romance",7.4,23407
tt0203169,Together & Alone,,,,1998.0,84.0,"Comedy,Drama",7.0,61
tt0203178,The Unspoken,,,,1999.0,123.0,inconnus,7.1,19
tt0203185,Violent Shit III: Infantry of Doom,,,,1999.0,85.0,"Action,Horror",4.0,855
tt0203206,The Wise Ones,,,,2001.0,79.0,Comedy,8.2,10
tt0203214,Word of Mouth,,,,1999.0,90.0,"Drama,Thriller",5.1,174
tt0203217,Ya - Russkiy soldat,,,,1995.0,100.0,"Drama,Romance,War",6.8,182
tt0203230,You Can Count on Me,,Laura Linney,,2000.0,111.0,Drama,7.5,30821
tt0203237,Yu Yu Hakusho: Fight for the Netherworld,,,,1994.0,91.0,"Action,Animation,Fantasy",6.7,735
tt0203274,Under the Bus,,,,2000.0,85.0,inconnus,5.4,9
tt0203281,Living on the River Agano,,,,1992.0,115.0,Documentary,7.5,37
tt0203284,Alec to the Rescue!,,,,1999.0,100.0,Adventure,5.6,38
tt0203285,Alien Agenda: Under the Skin,,,,1997.0,75.0,Sci-Fi,2.5,72
tt0203289,American Desi,,,,2001.0,100.0,"Comedy,Drama,Romance",6.6,1650
tt0203297,"Love, Money, Love",,,,2000.0,137.0,"Drama,Romance",5.3,553
tt0203298,"Amália Rodrigues, Live in NYC",,,,1991.0,60.0,"Documentary,Music",8.2,27
tt0203300,Angel in a Cage,,,,1999.0,92.0,Drama,6.3,9
tt0203331,Beating,,,,1995.0,64.0,Drama,8.0,6
tt0203343,Blood Dolls,,,,1999.0,84.0,"Comedy,Horror",4.4,1710
tt0203402,La ciudad de los prodigios,,,,1999.0,156.0,Drama,5.0,220
tt0203408,The Omega Code,,,,1999.0,100.0,"Action,Adventure,Fantasy",3.5,5481
tt0203421,Things I Forgot to Remember,,,,1999.0,96.0,Comedy,5.3,137
tt0203424,Creative Process: Norman McLaren,,,,1991.0,117.0,"Biography,Documentary",8.2,46
tt0203427,The Creator,,,,1999.0,90.0,Comedy,6.9,1104
tt0203446,Desperately Seeking Helen,,,,1999.0,81.0,"Documentary,Drama",7.3,17
tt0203453,Diktonius - Ord lever!,,,,1995.0,52.0,"Biography,Documentary",4.9,12
tt0203503,Five Aces,,,,1999.0,95.0,"Comedy,Drama",5.1,677
tt0203512,Nurses and Doctors,,,,1992.0,111.0,inconnus,7.2,6
tt0203515,Give It All,,,,1998.0,120.0,"Drama,Sport",7.1,276
tt0203531,Glowing in the Dark,,,,1997.0,48.0,Documentary,7.7,7
tt0203536,A Good Night to Die,,,,2003.0,100.0,"Action,Comedy,Thriller",4.6,639
tt0203540,Greenfingers,Clive Owen,,,2000.0,91.0,"Comedy,Crime,Drama",6.8,6381
tt0203558,Hay algo allá afuera,,,,1990.0,80.0,"Mystery,Thriller",7.4,19
tt0203579,Il gèle en enfer,,,,1990.0,88.0,"Crime,Drama",5.4,56
tt0203580,Illicit Lovers,,,,2000.0,93.0,"Comedy,Drama,Romance",3.7,294
tt0203584,A Neapolitan Spell,,,,2002.0,82.0,Comedy,6.3,253
tt0203632,The Princess and the Warrior,,Franka Potente,,2000.0,135.0,"Drama,Mystery,Romance",7.4,14826
tt0203672,A Man Called Hero,,,,1999.0,116.0,"Action,Adventure,Drama",5.7,2048
tt0203682,Em dic Sara,,,,1998.0,106.0,Drama,6.1,114
tt0203726,The Necro Files,,,,1997.0,72.0,"Action,Comedy,Horror",4.0,718
tt0203737,Rainbow Bridge,,,,1993.0,115.0,Drama,6.7,10
tt0203747,Nostalgia di un piccolo grande amore,,,,1991.0,87.0,Comedy,3.7,22
tt0203755,One Night at McCool's,Michael Douglas,,,2001.0,93.0,"Comedy,Crime",6.2,31010
tt0203830,Reaper,,,,2000.0,96.0,"Horror,Mystery,Thriller",4.7,312
tt0203831,The Red Thread,,,,1994.0,60.0,inconnus,7.6,15
tt0203835,The Alternate,Michael Madsen,,,2000.0,95.0,"Action,Drama",3.1,888
tt0203894,Shimanto River,,,,1991.0,111.0,Drama,6.9,21
tt0203896,The Pale Hand,,,,1990.0,100.0,"Drama,Family",7.0,12
tt0203912,Sin's Kitchen,,,,2004.0,91.0,Drama,5.3,95
tt0203940,Spiders,,,,2000.0,94.0,"Horror,Sci-Fi,Thriller",3.9,3135
tt0203952,Straight Out of Compton,,,,2003.0,80.0,Crime,4.6,152
tt0203975,Tart,,,,2001.0,94.0,"Crime,Drama,Romance",4.7,3418
tt0204034,Voltage Fighter Gowcaizer,,,,1996.0,90.0,"Action,Animation,Sci-Fi",4.7,151
tt0204055,Wild Mussels,,,,2000.0,115.0,Drama,6.9,1081
tt0204131,Americanos: Latino Life in the United States,,,,2000.0,81.0,Documentary,8.1,27
tt0204137,Animal Factory,,,,2000.0,94.0,"Crime,Drama",6.6,14237
tt0204140,Anna Wunder,,,,2000.0,98.0,Drama,5.8,44
tt0204164,Beresina or The Last Days of Switzerland,,,,1999.0,108.0,Comedy,6.6,591
tt0204172,Bohemian Moon,,,,1999.0,92.0,Horror,4.8,39
tt0204174,The Boy with the X-Ray Eyes,,,,1999.0,93.0,"Adventure,Comedy,Family",3.6,203
tt0204175,Boys and Girls,,Claire Forlani,,2000.0,94.0,"Comedy,Drama,Romance",5.4,17314
tt0204180,Calino Maneige,,,,1996.0,90.0,"Comedy,Drama",4.8,11
tt0204186,Cartoni animati,,,,1997.0,90.0,Comedy,6.0,30
tt0204191,Las cenizas de Crowley,,,,1990.0,84.0,inconnus,6.0,15
tt0204193,Black and White in Colour,,,,2000.0,58.0,Documentary,4.8,83
tt0204204,Il cielo della luna,,,,1997.0,90.0,inconnus,7.5,18
tt0204242,In the Alleys of Love,,,,1991.0,87.0,inconnus,5.7,28
tt0204250,Death of a Saleswoman,,,,2006.0,77.0,"Comedy,Mystery",2.1,698
tt0204254,The Little Dolphins,,,,1993.0,98.0,"Comedy,Drama,Family",7.7,122
tt0204283,Dogs,,,,1999.0,78.0,"Crime,Drama,Romance",5.9,15
tt0204293,Dreamland,,,,2000.0,71.0,Documentary,7.2,8
tt0204313,Exorcist: The Beginning,,,,2004.0,114.0,"Horror,Mystery,Thriller",5.1,38204
tt0204314,Fairway - una strada lunga un sogno,,,,1999.0,94.0,inconnus,4.6,9
tt0204315,Pretend I'm Not Here,,,,2000.0,101.0,Drama,6.5,421
tt0204322,Firecracker,,,,2005.0,112.0,"Crime,Drama,Mystery",5.0,998
tt0204350,Poor White Trash,,,,2000.0,85.0,"Comedy,Crime",4.9,1373
tt0204352,Greasewood Flat,,,,2003.0,121.0,"Comedy,Drama",6.7,94
tt0204356,Ground Rules,,,,1997.0,90.0,Action,2.8,52
tt0204365,White Wolf,,,,1990.0,83.0,Animation,5.2,29
tt0204382,Home Sweet Hoboken,,,,2000.0,92.0,Comedy,7.2,33
tt0204388,Hookers in a Haunted House,,,,1999.0,86.0,"Comedy,Horror",3.7,89
tt0204414,The Invention of Love,,,,2000.0,87.0,Drama,5.8,67
tt0204441,Kyohansha,,,,1999.0,102.0,"Action,Crime",5.9,10
tt0204442,Drug Connection,,,,1993.0,110.0,"Action,Crime,Drama",6.5,36
tt0204471,Matroni and Me,,,,1999.0,101.0,"Comedy,Crime",6.5,337
tt0204523,Osaka Story,,,,1999.0,119.0,"Drama,Family",6.2,97
tt0204527,Otomo,,,,1999.0,85.0,Drama,6.6,232
tt0204555,Soul's Square,,,,1997.0,100.0,Drama,6.8,74
tt0204596,Rikoshet,,,,1997.0,104.0,Action,6.6,23
tt0204599,Roads and Oranges,,,,1996.0,100.0,Drama,6.4,39
tt0204607,Rumbo a la oscuridad,,,,1992.0,70.0,"Horror,Sci-Fi",7.9,43
tt0204619,Secret Needs,,,,2001.0,90.0,"Drama,Romance",4.8,82
tt0204621,Shattered Dreams,,,,1998.0,87.0,"Action,Drama",4.3,28
tt0204622,Sheidî gurôvu,,,,1999.0,99.0,"Drama,Romance",5.4,99
tt0204624,The Shoe Store,,,,1999.0,75.0,Documentary,8.7,19
tt0204626,The Watcher,Keanu Reeves,,,2000.0,97.0,"Crime,Drama,Mystery",5.3,28040
tt0204635,Tear of the Prince of Darkness,,,,1993.0,93.0,Horror,4.2,131
tt0204636,"Smankote, babicko, caruj!",,,,1998.0,67.0,Fantasy,4.2,64
tt0204640,Sordid Lives,,,,2000.0,111.0,"Comedy,Romance",6.7,3404
tt0204644,Southern Heart,,,,1999.0,94.0,"Comedy,Family,Romance",6.4,104
tt0204649,Le stagioni dell'aquila,,,,1997.0,90.0,"Documentary,History",7.9,14
tt0204676,That Little Monster,,,,1994.0,56.0,"Adventure,Comedy,Crime",5.4,226
tt0204679,Astronomy of Errors,,,,2000.0,84.0,"Comedy,Romance,Sci-Fi",7.4,17
tt0204693,Tout baigne!,,,,1999.0,90.0,Comedy,5.5,145
tt0204695,La trampa,,,,1994.0,75.0,Mystery,6.8,30
tt0204698,Trifling with Fate,,,,2000.0,93.0,"Comedy,Music,Romance",7.4,44
tt0204700,Trouble Every Day,,,,2001.0,101.0,"Drama,Horror,Thriller",5.9,8833
tt0204709,An Affair of Love,,,,1999.0,80.0,"Drama,Romance",7.0,5621
tt0204720,Una vacanza all'inferno,,,,1997.0,104.0,Drama,6.1,17
tt0204736,Paths in the Night,,,,1999.0,98.0,"Drama,Thriller",6.9,244
tt0204741,Fading Memories,,,,1999.0,98.0,Drama,6.7,330
tt0204752,Za posledney chertoy,,,,1991.0,103.0,"Action,Crime,Drama",7.1,144
tt0204754,Zhenshchina dlya vsekh,,,,1991.0,81.0,inconnus,5.8,23
tt0204761,Fidelity,,,,2000.0,166.0,Drama,5.6,1971
tt0204793,Air Style: The Best of Freestyle Motocross,,,,1999.0,60.0,Documentary,7.7,8
tt0204804,Alma Ta Fika,,,,1991.0,60.0,inconnus,9.2,5
tt0204813,Un amore sconosciuto,,,,1991.0,86.0,"Mystery,Romance",7.2,8
tt0204823,Angrakshak,,,,1995.0,116.0,"Action,Romance",4.4,210
tt0204839,The Art of Amália,,,,2000.0,90.0,"Biography,Documentary",8.4,88
tt0204846,Attenti a noi due,,,,1994.0,88.0,Comedy,3.6,19
tt0204853,Avec mon mari,,,,1999.0,95.0,inconnus,6.2,65
tt0204870,De bal,,,,1999.0,90.0,"Drama,Family,Fantasy",5.5,166
tt0204875,Bari zôgon,,,,1996.0,114.0,Mystery,6.1,14
tt0204883,Battu's Bioscope,,,,1999.0,59.0,Documentary,7.5,58
tt0204885,Being Considered,,,,2000.0,80.0,Comedy,5.6,93
tt0204901,Black Cobra 3: The Manila Connection,,,,1990.0,92.0,Action,4.6,327
tt0204906,Blu notte,,,,1992.0,83.0,War,8.2,37
tt0204908,Bo Ba Bu,,,,1998.0,85.0,"Comedy,Drama",6.8,106
tt0204932,A Summer Tale,,,,2000.0,91.0,"Comedy,Drama,Family",7.3,4256
tt0204933,Camera Obscura,,,,2000.0,99.0,"Crime,Drama,Thriller",4.5,165
tt0204946,Bring It On,,Kirsten Dunst,,2000.0,98.0,"Comedy,Romance,Sport",6.1,101661
tt0204972,Where's George?,,,,1999.0,81.0,Comedy,5.7,174
tt0204979,Corpus,,,,1999.0,56.0,"Biography,Documentary,Music",7.9,15
tt0204996,Ben Zvi Road 67,,,,1998.0,46.0,Documentary,8.3,11
tt0205000,Deuce Bigalow: Male Gigolo,,,,1999.0,88.0,"Comedy,Romance",5.7,78122
tt0205011,La dilettante,,,,1999.0,118.0,Comedy,6.4,715
tt0205027,Swedish Beauty,,,,2000.0,88.0,Drama,5.1,647
tt0205064,Films That Suck,,,,1999.0,83.0,Comedy,5.5,56
tt0205072,Frank Sinatra Died,,,,1998.0,82.0,Drama,4.6,6
tt0205094,The Glass Jar,,,,1999.0,92.0,Comedy,5.7,65
tt0205101,The Grue Crew,,,,1999.0,94.0,"Action,Comedy,Crime",5.2,111
tt0205105,Gunro no keifu,,,,1998.0,140.0,inconnus,6.7,28
tt0205124,Height of the Sky,,,,1999.0,116.0,Drama,7.3,124
tt0205152,Icarus Descending,,,,1998.0,80.0,inconnus,8.1,31
tt0205177,Kevin & Perry Go Large,,,,2000.0,82.0,"Comedy,Music",5.7,14228
tt0205190,Little Crumb,,,,1999.0,119.0,"Drama,Family",6.4,2646
tt0205245,Majestät brauchen Sonne,,,,2000.0,105.0,Documentary,7.3,114
tt0205248,Mamirolle,,,,2000.0,90.0,inconnus,5.1,20
tt0205269,Monsieur Naphtali,,,,1999.0,85.0,Comedy,4.9,59
tt0205271,Dr. T & the Women,,Helen Hunt,,2000.0,122.0,"Comedy,Drama,Romance",4.7,20017
tt0205278,A Murder in Abidjan,,,,1999.0,90.0,Documentary,8.0,9
